X,Y
993079,231595
1006203,253888
987139,199013
1006258,253900
1006036,254094
982943,208266
996533,221744
988022,217934
985314,197782
989040,214989
999931,244102
985304,209941
1000136,230393
988936,201527
1005487,255506
997661,239832
988501,208365
1000980,228602
1000040,243455
985527,216936
998713,223889
1000234,233081
990182,221852
997221,221970
991843,223766
1006180,253933
986995,203954
996533,221744
1000980,228602
985499,209817
998199,224769
1001596,229259
1000980,228602
1000932,228484
999904,242928
999962,245237
987034,203932
999458,240752
994526,229546
988204,201273
1001898,246939
995744,217764
1000980,228602
995036,217074
995036,217074
989933,226307
999474,239328
1009335,258022
994407,231157
997803,222257
982860,203830
1000980,228602
992479,228888
1001583,250286
996890,222157
988762,207926
1000969,239323
1000886,243127
1004479,253893
1001926,248902
986685,203010
993243,232094
997398,220312
1000483,242522
982920,208202
999516,241317
988274,205544
990915,210752
1000534,242639
1000903,229479
1000903,229479
1001583,250286
1000903,229479
1001324,249292
1001549,233943
1002723,251750
986732,201584
1000737,229551
995713,236316
1000696,242407
1001228,243939
1003284,251380
982723,208364
997487,220263
996815,223747
1001512,246255
988083,219009
1005511,253851
997980,238852
989101,201714
1000228,229638
999377,241696
1005301,253745
981684,199135
1006112,253950
1006525,253972
1000498,242287
999083,228259
993569,217891
1007177,255475
997221,221970
1000756,237020
987741,216895
1000515,242596
998293,238686
997478,239731
988521,205924
985797,207469
998434,243711
982691,206466
987502,216731
999848,229034
997276,233204
982691,206466
1001583,250286
982691,206466
997478,240021
993812,233273
998539,222496
1000376,228740
1000943,246849
982691,206466
982175,207251
985228,210601
1000980,228602
997615,230579
998572,236776
1000886,243127
988592,208230
997315,231035
982691,206466
988592,208230
1002331,247530
984820,210109
1001184,248206
997784,222267
983850,206925
982896,208199
1004143,252496
994986,217102
997404,230946
987139,199013
997412,230102
987011,202292
999826,237029
1007257,255634
993561,214568
997290,230749
983135,206552
985420,202740
999405,231427
989586,204811
1001583,250286
997142,238884
1001719,250871
1000980,228602
987582,215203
988580,215999
1000980,228602
1003106,229375
988673,215975
1001264,232832
1006826,253629
991919,213396
983816,200608
1000980,228602
1001578,250410
988723,199020
1000980,228602
1000838,238884
992253,225022
991046,225690
999134,239181
998354,241268
998354,241268
1002858,247937
988592,208230
1000281,244646
992717,228199
995849,217518
986474,216405
998354,241268
993508,217325
999252,244182
1002012,233389
998354,241268
999133,238011
999457,238694
990292,212470
998354,241268
1000980,228602
982943,208260
998165,233249
1000980,228602
984983,214524
1005696,255896
991691,229046
986499,216989
998109,233144
998307,239129
998328,229285
998420,229237
986510,216982
998674,221169
989627,204697
988558,218239
1002700,248924
985465,210052
1004013,251619
987611,203895
1000980,228602
988732,203272
999770,240283
1000319,242763
988827,205065
997092,236632
997092,236632
992717,228199
1000980,228602
985025,198970
992771,214706
981568,201926
983922,204850
1001339,247836
997222,223218
986810,216527
998801,236318
994340,231194
981903,199000
996798,222201
986848,212883
983552,196973
999578,228190
984650,197540
997412,230102
982896,208199
998502,222852
985214,210503
995360,230322
987937,213570
1000436,234779
998399,229241
992314,227430
1005353,254658
999133,238011
987914,212948
983664,201356
998393,229248
999173,244565
1000980,228602
988018,209980
988003,206955
988128,207015
982655,206458
988866,203722
1000980,228602
981489,202034
986713,206406
1000234,233081
991248,207213
997230,230491
989757,210665
983361,206769
996917,222438
1000349,228755
992314,227430
999173,244565
995805,234878
1000136,230393
1006651,255136
994274,230280
982874,208203
990117,226209
996790,233637
989903,217488
996949,230549
999598,242800
996908,222443
1003502,250623
996989,230711
997257,230562
997023,230693
993380,231427
981542,196842
1003757,253920
987288,199211
1003410,250844
996966,230655
997242,230569
993974,215854
1000386,229140
999689,226979
1003496,250775
1001976,233560
1003387,250783
989128,217705
1006112,253950
997031,230608
990293,221400
985933,198589
1000980,228602
989070,199467
994160,214903
981399,196469
1003775,251030
992574,228191
998539,222496
996170,237897
1000980,228602
999422,224394
1007629,256318
995036,217074
989443,202309
990603,201165
992942,227980
982909,209471
994112,230109
986200,202129
995387,236184
992736,214057
992736,214057
992840,228036
995387,236184
992818,228049
989126,209446
998406,229234
999029,232234
994170,214920
1005477,254417
988226,208842
998458,229299
998869,232016
987288,199211
988891,204696
994170,214920
998305,233352
1001842,231267
995854,231456
999278,241837
990603,201165
997392,231914
981459,201867
989894,224477
1000980,228602
996236,231518
998902,231701
999255,241850
1001099,249521
1002962,250624
992739,228092
994170,214920
996791,221202
999990,236597
994394,230217
983244,203390
997751,238682
997154,239607
994802,229389
993678,231254
984727,205055
1000313,237558
999769,236208
998479,229907
1000980,228602
993458,229068
1000835,243502
986675,204924
989862,224495
1001184,248206
1002890,229002
995579,236378
984551,204983
996478,233340
997154,239607
1000835,243502
994112,230109
997255,231665
989658,224604
985214,210503
982943,208266
1001127,242918
1000835,243502
993678,231254
1003910,250547
1003769,251259
999136,241527
981468,201905
1002805,229022
1002680,229903
996956,225763
982970,208267
996370,233099
996956,225763
998709,225222
1003910,250547
987405,219650
997285,221631
991367,224754
997865,228291
995068,230532
987378,203444
998128,233236
992211,211789
999798,233004
983380,204740
990023,223870
1001188,249807
998689,243275
1000980,228602
992597,227880
987813,201146
999032,224606
1002945,232192
1001040,227307
987086,216376
988592,208230
985026,198970
996739,219166
1000872,238864
1000980,228602
983248,205480
1004080,250949
991301,224634
998627,221195
1000344,229070
998399,233235
990408,226349
1000376,228740
1001058,239272
994407,231157
990348,200582
998627,221195
996464,218668
1001733,229830
998165,233249
1003910,250547
999882,244588
987871,207304
994512,229515
986981,200356
983373,211212
998037,221213
999072,239868
987885,217487
998328,229285
998256,222945
989653,223524
987400,221308
994815,229130
998641,240984
1003413,251913
1002908,251472
1001473,228385
981234,201268
999990,236597
995115,220882
996917,222438
1000980,228602
1000980,228602
993795,231415
1001071,228564
998627,221195
990591,226569
1000980,228602
989835,202084
1000980,228602
1001778,231303
998539,222496
1001778,231303
996994,232249
1005937,254150
996783,235487
1005937,254150
1005937,254150
990674,210768
997478,222433
1006194,254183
989797,208959
985754,217400
990447,210491
985934,215183
1000980,228602
1005937,254150
990337,222636
983344,203482
988033,199541
982175,207251
988723,199009
998535,222794
997230,230576
1003910,250547
1003900,250954
998749,232500
982708,206466
1000032,230600
984222,203553
1006863,255604
999403,229467
997475,239726
996730,219171
998625,240002
1003650,250782
990113,210611
1005178,253250
998894,241368
985950,215174
989044,207691
982708,206466
985178,203142
1000882,237246
990905,204076
997081,230289
988624,208212
990113,210611
987424,214256
998826,221081
990773,217013
1000306,236062
985356,206340
1001358,235471
1004986,253245
990062,226870
1004817,253554
997768,222593
990062,226870
1004777,253329
994689,231293
1000978,238706
1002521,246742
997768,222593
1003333,251045
1000980,228602
989694,207416
988274,205544
996820,219029
999020,229830
997062,233182
983774,207830
1000234,233081
994802,229389
996308,238272
998739,221209
985289,197905
994112,230109
1002074,247149
982723,208364
1006590,253370
1005937,254150
984140,198342
981472,201931
996849,219030
990474,226861
1000306,236062
990944,212117
986721,217468
996748,219161
1005937,254150
989377,202345
996820,219029
1000823,249055
1006590,253370
1003910,250547
1000306,236062
1000306,236062
1002805,229022
1000291,241394
995036,217074
996007,219786
995854,231456
1006323,253947
989653,223524
997475,239726
984731,203424
1001743,248825
989125,201028
985934,215183
984026,201829
988229,201804
987979,223580
998456,229435
984067,201898
994112,230109
1004216,254284
994273,231231
999221,240791
984279,209293
987417,204766
990528,201214
996739,219089
1000326,228678
997102,230557
997872,241085
996704,219186
997895,238602
998721,241073
996849,219030
997221,221970
1003934,253436
997123,230357
985609,216289
992875,227727
987377,204682
998575,235912
1005937,254150
988786,199038
982943,208266
1005937,254150
980489,197006
996820,219029
989762,203269
997221,221970
997872,241085
994057,230188
981459,201867
993603,232499
1006559,255325
987818,219263
981399,196469
984302,200099
997221,221970
997221,221970
990404,210703
988207,208852
997253,222021
993278,230533
987064,203002
982791,208383
997305,239529
990583,227500
1000980,228602
982723,208364
1000980,228602
997024,239177
996994,232249
997285,222086
1000886,243127
982812,201274
997221,221970
1001286,249310
1000980,228602
1000298,243305
1000980,228602
997517,223353
990735,224660
985949,215168
1000980,228602
998298,239573
1005905,254190
986892,204293
1005905,254190
994057,230188
994057,230188
983181,208038
991046,225690
996686,219196
987012,199359
1001497,250288
989033,223745
994815,229130
1000980,228602
985047,208290
991939,227642
997221,221970
999333,225780
983178,208375
999335,234195
989360,210293
994815,229130
979482,197028
1000980,228602
1000980,228602
998432,222939
997280,230463
993583,231314
997649,238929
998575,235912
1000980,228602
1003413,251913
1003286,251904
986797,217419
1000928,242961
1003602,253804
997221,221970
994403,229319
990175,211958
997803,222257
1005767,255969
998551,222830
992810,228060
994098,230707
999100,239853
995582,234739
1000750,247034
992773,228074
992231,226888
999931,244102
988394,211711
995935,220617
999021,227349
986298,199703
988531,223343
993664,227588
998709,225222
1000178,232974
994057,230188
1004777,253329
993556,227641
993813,214266
1001890,247861
985686,201951
1000980,228602
996170,237897
988572,223418
990603,201165
1000220,237320
984814,210018
999501,236508
1000980,228602
994057,230188
997221,221970
995662,235783
988184,217147
1002186,246926
986453,211016
994931,229616
1000903,229479
995984,231223
998432,222939
986227,210847
998826,227162
1000209,232943
1001583,250286
994179,214938
982943,208266
998307,239129
985010,198969
996908,224296
983998,198115
1001358,235471
1003413,250332
988521,205924
1000980,228602
988786,199038
1002060,235247
984518,202110
994019,218235
993603,232499
983184,210464
994931,229616
995420,233930
986853,217388
1000980,228602
984165,198640
1000980,228602
987195,217503
996739,219166
989051,209584
1000326,228678
1000870,233181
1000943,237470
1002563,251334
1000655,233166
1003178,251447
1000980,228602
1005345,255086
988937,207745
1001619,238025
990924,203140
989475,210232
990913,203123
993561,214568
1003910,250547
990275,224909
999706,229425
999684,244307
988412,218320
1000980,228602
986678,199665
999815,243874
994730,229136
988501,208365
997230,230576
995036,217074
1000384,241691
997081,230289
988332,204066
1000768,248232
997559,235238
990831,208888
997567,223328
996141,219180
1000980,228602
996305,233045
983376,203469
1000980,228602
986301,201798
1000726,238846
997255,231665
994006,227668
983391,203459
1001109,249555
993740,231227
1002194,231674
996202,231437
998545,235858
997817,239630
982791,208383
993740,231227
997081,230289
994730,229136
992553,227304
986488,208619
996370,233099
997743,231399
999992,239728
997089,221742
996955,220883
996705,232374
998756,222972
989999,202887
982458,206180
990226,227296
998709,225222
999690,239780
999690,239780
982602,206194
998409,222870
999247,241768
998872,224695
989212,211896
987741,216895
1003630,249921
982602,206194
997320,230441
996739,219166
992314,227430
1000219,242584
982602,206194
1005437,255129
984127,206551
984222,203553
999357,241402
987757,207088
989662,225382
999990,236597
1001207,239196
987741,216895
997058,234111
984385,203266
1000980,228602
984222,203553
997861,221008
997861,221008
997861,221008
999617,240962
989346,222563
987295,210262
987417,204766
987032,199830
1002996,249055
997221,221970
1000980,228602
997221,221970
994901,215658
985323,210128
997562,239981
982634,198016
1000980,228602
1002996,249055
1004375,251614
996815,223747
993434,227411
998794,241127
1000980,228602
993434,227411
998426,229317
1000980,228602
982730,205005
996329,238267
997848,240429
1000868,228673
995366,236144
994859,215688
997853,221013
994663,215991
983617,211070
992554,227994
1000980,228602
988119,212794
982488,198262
989649,202096
989439,221368
996889,226437
1005822,255560
995633,222508
987914,212948
982909,209471
986593,217447
989243,224837
996687,222178
988360,212949
996739,219166
988050,211896
999501,236508
986574,217455
1000980,228602
1000980,228602
990242,224927
985099,212659
1000980,228602
990747,210257
1000980,228602
1003701,253946
998627,221195
1000980,228602
999227,243817
1000980,228602
1001033,228844
987622,203260
997606,230697
994708,215893
999723,240312
986245,209936
996739,219166
989608,202505
993776,231200
997081,230289
989692,203032
996739,219166
1001358,235471
992615,227780
998274,235831
1000271,230641
998363,239237
1001375,230330
988985,209617
994931,229616
997945,234775
998627,221195
1000980,228602
992596,214512
987601,203900
988136,206361
994596,230576
998756,243177
1006180,253933
1001328,231900
1000265,237288
1000823,249055
992829,228043
996739,219166
994815,229130
997221,221970
999895,233586
1000211,228838
986223,211953
1000715,244262
1000980,228602
987694,210925
987601,203900
992818,228049
995633,222508
996458,218678
998256,222945
1000980,228602
1000980,228602
1002602,247178
1002898,248753
998894,241368
1004986,253245
1005026,253262
1002898,248753
999990,236597
990713,224673
986200,202129
982394,205702
999474,239328
997081,230289
1000980,228602
996739,219166
996370,233099
1000980,228602
1000980,228602
1002713,247117
986424,202111
993538,217311
990724,224666
990735,224660
996410,232953
988162,218160
998539,241952
1002712,247416
1000558,233131
1005529,255824
1003328,229865
984357,213946
1001559,246610
997274,233801
982602,206194
988360,212949
998608,223646
997030,232230
996739,219166
991301,224634
1006073,254569
1000807,241814
1005487,255506
999678,231568
982602,206194
982602,206194
996849,219030
997221,221970
987066,198540
985888,204722
1000980,228602
982602,206194
998156,223007
996691,238769
997255,231665
984979,198964
999052,221883
999136,241527
999133,238011
998062,223059
989599,203084
1007039,255250
1000306,236062
1000980,228602
985456,204049
996881,222162
1003690,251652
1001258,237341
982602,206194
998380,223480
1006383,255154
1001752,248817
987296,216252
1004231,254268
998565,222481
982602,206194
998637,221190
999617,240962
999798,234829
1000980,228602
998426,229316
986567,211248
996994,232252
997255,231665
986170,213876
999126,238010
1000000,236614
1006383,255154
990342,211851
999990,236597
986797,217419
997194,221967
1001752,248817
1001136,250521
990603,201165
986720,216360
988970,209720
1000239,228887
987617,211456
997123,230357
1000031,233815
986957,216738
997081,230289
985273,206416
998385,222974
999230,227234
999167,231552
988858,203500
998165,233249
992818,228049
996994,232252
990461,227263
1004777,253329
1003284,251380
1004131,250939
984233,205096
999888,236412
1001375,230330
997060,224299
1003723,250656
986729,216376
982943,208266
989835,202084
982463,208391
995387,236184
989344,210258
998133,235463
1000854,230877
994790,229605
1006658,256806
996739,219166
982460,208425
997248,236013
1006652,256803
986909,217357
989845,226356
988901,204326
997903,239125
999153,220901
982602,206194
1003869,252604
996351,233110
989730,211610
996370,233099
992231,226888
1005886,254032
1006854,255270
998619,222452
989193,201945
998390,222963
1002879,228980
996739,219166
1005901,254040
999061,241275
997862,221317
1005621,228139
982461,208424
997081,230289
994663,215991
997090,232086
995849,238205
1004490,253574
982463,208391
1002890,229002
1002890,229002
996349,238136
998500,221262
999210,227548
1005915,254047
998432,222939
986521,200426
998894,241368
982943,208266
999867,240236
1006658,256806
996096,236169
996097,236169
996097,236169
987601,203900
993106,227893
987589,201739
1001049,227324
997090,232086
996097,236169
996082,236099
1002879,228980
1005082,254195
1000980,228602
989623,198508
984567,210437
997969,221553
984747,210150
996370,233099
996273,233155
1000700,243271
997178,230235
987720,216313
993870,231447
996739,219166
985658,207946
996490,238820
1000447,229902
1000980,228602
1001809,230241
1000980,228602
990443,210576
988480,206186
1001366,230335
994719,215914
1001453,229993
989133,210936
988572,223418
995506,230843
982923,200134
997081,230289
992677,229371
997337,220352
983203,201964
996899,222448
988050,211896
996815,223747
996769,219156
996490,238820
1000496,234448
1003285,251380
996691,238769
991537,210749
990603,201165
999055,226740
990023,223870
989489,213207
1001573,232014
1000279,238975
1001081,236842
993564,231325
994196,214963
1001707,233177
997091,230283
1004986,253245
1001319,237307
1001099,249521
997592,233022
994112,230109
993697,215094
1000234,233081
989745,217582
999869,230322
987273,211958
994931,229616
996370,233099
1006310,254246
1001469,230069
985977,199649
985929,199653
997081,230289
1004197,254915
1002511,247680
989745,217582
998347,236202
994865,215678
989993,202870
994689,231293
982867,202073
989599,203084
998456,236131
1006194,254183
988360,212949
990259,203355
985686,201951
998800,221001
985840,198529
998738,220521
1002914,251487
1004097,254145
1003282,251855
994112,230109
1000814,236688
997053,224507
993113,230543
996819,238608
996819,238608
989844,223902
